player,pos,salary,date,slug
Tristan Thompson,C,5000,2018-11-07,thomptr01
Myles Turner,C,5000,2018-11-07,turnemy01
Lauri Markkanen,PF,5000,2018-11-07,markkla01
Markelle Fultz,PG/SG,5000,2018-11-07,fultzma01
Isaiah Thomas,PG,4900,2018-11-07,thomais02
Thaddeus Young,SF/PF,4900,2018-11-07,youngth01
Wesley Matthews,SG/SF,4900,2018-11-07,matthwe02
Tyus Jones,PG/SG,4900,2018-11-07,jonesty01
Bam Adebayo,C,4900,2018-11-07,adebaba01
Jaren Jackson Jr.,PF,4900,2018-11-07,jacksja02
Jeff Teague,PG,4800,2018-11-07,teaguje01
Derrick Favors,PF/C,4800,2018-11-07,favorde01
James Johnson,SF/PF,4800,2018-11-07,johnsja01
Dario Saric,SF/PF,4800,2018-11-07,saricda01
Bogdan Bogdanovic,SG/SF,4800,2018-11-07,bogdabo01
Terrence Ross,SG/SF,4700,2018-11-07,rosste01
Dion Waiters,SG/SF,4700,2018-11-07,waitedi01
Justin Holiday,SG/SF,4700,2018-11-07,holidju01
Marvin Bagley III,PF,4700,2018-11-07,baglema01
Jordan Clarkson,PG/SG,4600,2018-11-07,clarkjo01
Dewayne Dedmon,PF/C,4600,2018-11-07,dedmode01
Shelvin Mack,PG,4600,2018-11-07,macksh01
Larry Nance Jr.,PF/C,4600,2018-11-07,nancela02
DeAndre Bembry,SF,4600,2018-11-07,bembrde01
Taj Gibson,PF,4500,2018-11-07,gibsota01
Bojan Bogdanovic,SG/SF,4500,2018-11-07,bogdabo02
Alex Len,C,4500,2018-11-07,lenal01
E'Twaun Moore,SG/SF,4500,2018-11-07,mooreet01
Tyler Johnson,PG/SG,4500,2018-11-07,johnsty01
Allonzo Trier,PG,4500,2018-11-07,trieral01
Tyreke Evans,SG/SF,4400,2018-11-07,evansty01
D.J. Augustin,PG,4400,2018-11-07,augusdj01
Garrett Temple,SG/SF,4400,2018-11-07,templga01
Sam Dekker,SF/PF,4400,2018-11-07,dekkesa01
Trey Lyles,SF/PF,4400,2018-11-07,lylestr01
Fred VanVleet,PG/SG,4400,2018-11-07,vanvlfr01
Dirk Nowitzki,PF/C,4300,2018-11-07,nowitdi01
Danny Green,SG/SF,4300,2018-11-07,greenda02
Darren Collison,PG,4300,2018-11-07,collida01
Mitchell Robinson,C,4300,2018-11-07,robinmi01
Collin Sexton,PG,4300,2018-11-07,sextoco01
Marco Belinelli,SG/SF,4200,2018-11-07,belinma01
Ishmael Smith,PG,4200,2018-11-07,smithis01
Frank Ntilikina,PG,4200,2018-11-07,ntilila01
Josh Okogie,SG,4200,2018-11-07,okogijo01
Mohamed Bamba,C,4200,2018-11-07,
Kyle Anderson,PG/SF,4100,2018-11-07,anderky01
Reggie Bullock,SG/SF,4100,2018-11-07,bullore01
Josh Hart,SG,4100,2018-11-07,hartjo01
Jonathan Isaac,PF,4100,2018-11-07,isaacjo01
Pau Gasol,C,4000,2018-11-07,gasolpa01
Dante Exum,PG/SG,4000,2018-11-07,exumda01
George Hill,PG/SG,4000,2018-11-07,hillge01
JaMychal Green,SF/PF,4000,2018-11-07,greenja01
Cameron Payne,PG/SG,4000,2018-11-07,payneca01
Denzel Valentine,SG/SF,4000,2018-11-07,valende01
Bryn Forbes,PG/SG,4000,2018-11-07,forbebr01
Derrick White,PG,4000,2018-11-07,whitede01
Patrick Mills,PG/SG,3900,2018-11-07,millspa02
Raymond Felton,PG/SG,3900,2018-11-07,feltora01
Langston Galloway,PG/SG,3900,2018-11-07,gallola01
Mario Hezonja,SF/PF,3900,2018-11-07,hezonma01
Dorian Finney-Smith,SF,3900,2018-11-07,finnedo01
Nerlens Noel,C,3800,2018-11-07,noelne01
Juan Jose Barea,PG/SG,3800,2018-11-07,bareajo01
Lance Stephenson,PG/SG,3800,2018-11-07,stephla01
Juan Hernangomez,SF/PF,3800,2018-11-07,hernaju01
Kevin Knox,SF,3800,2018-11-07,knoxke01
Jeremy Lin,PG/SG,3700,2018-11-07,linje01
Wilson Chandler,SF/PF,3700,2018-11-07,chandwi01
J.R. Smith,SG,3700,2018-11-07,smithjr01
Mason Plumlee,PF/C,3700,2018-11-07,plumlma01
Stanley Johnson,SF/PF,3700,2018-11-07,johnsst04
Jonathon Simmons,SG/SF,3700,2018-11-07,simmojo02
Antonio Blakeney,PG,3700,2018-11-07,blakean01
Monte Morris,PG,3700,2018-11-07,morrimo01
Dillon Brooks,SG,3700,2018-11-07,brookdi01
Royce O'Neale,SF,3700,2018-11-07,onealro01
Cory Joseph,PG,3600,2018-11-07,josepco01
Alec Burks,SG,3600,2018-11-07,burksal01
Dante Cunningham,SF/PF,3600,2018-11-07,cunnida01
Jerian Grant,PG,3600,2018-11-07,grantje02
Justin Jackson,SF,3600,2018-11-07,jacksju01
Frank Mason III,PG,3600,2018-11-07,masonfr01
Chandler Hutchison,SG,3600,2018-11-07,hutchch01
Iman Shumpert,SG/SF,3500,2018-11-07,shumpim01
Dwight Powell,PF/C,3500,2018-11-07,poweldw01
Mike Muscala,PF/C,3500,2018-11-07,muscami01
Emmanuel Mudiay,PG,3500,2018-11-07,mudiaem01
Cheick Diallo,PF,3500,2018-11-07,diallch01
Alex Abrines,SG/SF,3500,2018-11-07,abrinal01
Ryan Arcidiacono,PG,3500,2018-11-07,arcidry01
Omari Spellman,PF,3500,2018-11-07,spellom01
C.J. Miles,SG/SF,3400,2018-11-07,milescj01
Patrick Patterson,PF/C,3400,2018-11-07,pattepa01
Jon Leuer,PF/C,3400,2018-11-07,leuerjo01
Zaza Pachulia,C,3400,2018-11-07,pachuza01
Ian Clark,PG/SG,3400,2018-11-07,clarkia01
Glenn Robinson III,SF/PF,3400,2018-11-07,robingl02
Troy Williams,SG,3400,2018-11-07,willitr02
Maxi Kleber,PF,3400,2018-11-07,klebima01
Landry Shamet,PG,3400,2018-11-07,shamela01
Kevin Huerter,SG,3400,2018-11-07,huertke01
Chandler Parsons,SF/PF,3300,2018-11-07,parsoch01
Trey Burke,PG/SG,3300,2018-11-07,burketr01
Kyle Korver,SG/SF,3300,2018-11-07,korveky01
Anthony Tolliver,SF/PF,3300,2018-11-07,tollian01
Andre Roberson,SG/SF,3300,2018-11-07,roberan03
Gorgui Dieng,PF/C,3300,2018-11-07,dienggo01
Tim Frazier,PG/SG,3300,2018-11-07,fraziti01
Norman Powell,SG/SF,3300,2018-11-07,powelno01
Malik Beasley,SG,3300,2018-11-07,beaslma01
OG Anunoby,SF,3300,2018-11-07,anunoog01
MarShon Brooks,SG,3300,2018-11-07,brookma01
Devin Harris,PG/SG,3200,2018-11-07,harride01
Vince Carter,SG,3200,2018-11-07,cartevi01
Amir Johnson,PF/C,3200,2018-11-07,johnsam01
Kentavious Caldwell-Pope,SG/SF,3200,2018-11-07,caldwke01
Omri Casspi,SF/PF,3200,2018-11-07,casspom01
Kosta Koufos,C,3200,2018-11-07,koufoko01
Doug McDermott,SF/PF,3200,2018-11-07,mcderdo01
Cristiano Da Silva Felicio,C,3200,2018-11-07,feliccr01
Jahlil Okafor,C,3200,2018-11-07,okafoja01
T.J. McConnell,PG/SG,3200,2018-11-07,mccontj01
Delon Wright,PG/SG,3200,2018-11-07,wrighde01
Yogi Ferrell,PG/SG,3200,2018-11-07,ferreyo01
Derrick Jones Jr.,SF,3200,2018-11-07,jonesde02
Davis Bertans,PF/C,3200,2018-11-07,bertada01
Wayne Selden,SG,3200,2018-11-07,seldewa01
Torrey Craig,SG/SF,3200,2018-11-07,craigto01
Luke Kennard,SG/SF,3200,2018-11-07,kennalu01
Frank Jackson,PG,3200,2018-11-07,jacksfr01
Terrance Ferguson,SF,3200,2018-11-07,fergute01
TJ Leaf,PF,3200,2018-11-07,leaftj01
Khyri Thomas,SG,3200,2018-11-07,thomakh01
Hamidou Diallo,SG,3200,2018-11-07,diallha01
Wayne Ellington,SG/SF,3100,2018-11-07,ellinwa01
Robin Lopez,C,3100,2018-11-07,lopezro01
Lance Thomas,SF/PF,3100,2018-11-07,thomala01
Quincy Pondexter,SF,3100,2018-11-07,pondequ01
Jarell Martin,PF/C,3100,2018-11-07,martija01
Alex Poythress,SF,3100,2018-11-07,poythal01
Georges Niang,PF,3100,2018-11-07,niangge01
Ivica Zubac,C,3100,2018-11-07,zubaciv01
Shaquille Harrison,PG,3100,2018-11-07,harrish01
Jakob Poeltl,C,3100,2018-11-07,poeltja01
Ivan Rabb,PF,3100,2018-11-07,rabbiv01
Wesley Iwundu,SG,3100,2018-11-07,iwundwe01
Harry Giles,PF,3100,2018-11-07,gilesha01
Jared Terrell,PG,3100,2018-11-07,terreja01
Bruce Brown Jr.,SG,3100,2018-11-07,brownbr01
Jalen Brunson,PG,3100,2018-11-07,brunsja01
Wesley Johnson,SF/PF,3000,2018-11-07,johnswe01
Darius Miller,SF/PF,3000,2018-11-07,milleda01
Channing Frye,PF/C,3000,2018-11-07,fryech01
Luol Deng,SF/PF,3000,2018-11-07,denglu01
Zach Randolph,PF/C,3000,2018-11-07,randoza01
Greg Monroe,C,3000,2018-11-07,monrogr01
Jerryd Bayless,PG/SG,3000,2018-11-07,bayleje01
Jose Calderon,PG,3000,2018-11-07,caldejo01
Ben McLemore,SG/SF,3000,2018-11-07,mclembe01
Miles Plumlee,C,3000,2018-11-07,plumlmi01
Courtney Lee,SG/SF,3000,2018-11-07,leeco01
Timofey Mozgov,C,3000,2018-11-07,mozgoti01
Thabo Sefolosha,SF/PF,3000,2018-11-07,sefolth01
Udonis Haslem,PF,3000,2018-11-07,hasleud01
Ekpe Udoh,C,3000,2018-11-07,udohek01
Solomon Hill,SF/PF,3000,2018-11-07,hillso01
D.J. Stephens,SF,3000,2018-11-07,stephdj01
Kyle O'Quinn,PF/C,3000,2018-11-07,oquinky01
Lorenzo Brown,PG,3000,2018-11-07,brownlo01
Michael Beasley,SF/PF,3000,2018-11-07,beaslmi01
Salah Mejri,C,3000,2018-11-07,mejrisa01
Justin Anderson,SF/PF,3000,2018-11-07,anderju01
Kristaps Porzingis,PF/C,3000,2018-11-07,porzikr01
Raulzinho Neto,PG,3000,2018-11-07,netora01
Demetrius Jackson,PG,3000,2018-11-07,jacksde01
John Holland,SG,3000,2018-11-07,hollajo02
C.J. Williams,SG/SF,3000,2018-11-07,willicj01
Henry Ellenson,PF,3000,2018-11-07,ellenhe01
Ron Baker,PG/SG,3000,2018-11-07,bakerro01
Timothe Luwawu-Cabarrot,SG,3000,2018-11-07,luwawti01
Tyler Ulis,PG,3000,2018-11-07,ulisty01
Malachi Richardson,SG,3000,2018-11-07,richama01
Skal Labissiere,PF/C,3000,2018-11-07,labissk01
Dejounte Murray,PG,3000,2018-11-07,murrade01
David Nwaba,SG/SF,3000,2018-11-07,nwabada01
Tyler Dorsey,PG,3000,2018-11-07,dorsety01
Tyler Cavanaugh,PF,3000,2018-11-07,cavanty01
Abdel Nader,PF,3000,2018-11-07,naderab01
Isaiah Hicks,PF,3000,2018-11-07,hicksis01
Ante Zizic,C,3000,2018-11-07,zizican01
Tyler Lydon,PF,3000,2018-11-07,lydonty01
Edmond Sumner,PG,3000,2018-11-07,sumneed01
Ike Anigbogu,PF/C,3000,2018-11-07,anigbik01
Alex Caruso,SG,3000,2018-11-07,carusal01
Justin Patton,C,3000,2018-11-07,pattoju01
Amile Jefferson,PF,3000,2018-11-07,jeffeam01
Luke Kornet,PF,3000,2018-11-07,kornelu01
Khem Birch,PF,3000,2018-11-07,birchkh01
Troy Caupain,SG,3000,2018-11-07,caupatr01
Furkan Korkmaz,SG,3000,2018-11-07,korkmfu01
Isaiah Briscoe,PG,3000,2018-11-07,briscis01
Tony Bradley,C,3000,2018-11-07,bradlto01
Naz Long,PG,3000,2018-11-07,mitrona01
Daniel Hamilton,SG,3000,2018-11-07,hamilda02
Jordan Loyd,PG,3000,2018-11-07,loydjo01
Keita Bates-Diop,SF,3000,2018-11-07,bateske01
James Nunnally,SG/SF,3000,2018-11-07,nunnaja01
Lonnie Walker IV,SG,3000,2018-11-07,walkelo01
Duncan Robinson,SF,3000,2018-11-07,robindu01
Yante Maten,PF,3000,2018-11-07,matenya01
Drew Eubanks,C,3000,2018-11-07,eubandr01
Chimezie Metu,PF,3000,2018-11-07,metuch01
Trevon Bluiett,PG,3000,2018-11-07,
Kenrich Williams,SF,3000,2018-11-07,willike04
Rawle Alkins,PG,3000,2018-11-07,alkinra01
DeVaughn Akoon-Purcell,PG,3000,2018-11-07,akoonde01
Jarred Vanderbilt,SF/PF,3000,2018-11-07,vandeja01
Thomas Welsh,C,3000,2018-11-07,welshth01
Michael Porter Jr.,SF/PF,3000,2018-11-07,
Isaac Bonga,C,3000,2018-11-07,bongais01
Moritz Wagner,C,3000,2018-11-07,wagnemo01
Johnathan Williams,PF,3000,2018-11-07,willijo04
Svi Mykhailiuk,SG,3000,2018-11-07,mykhasv01
Melvin Frazier,SF,3000,2018-11-07,frazime01
Jonah Bolden,PF,3000,2018-11-07,boldejo01
Shake Milton,PG,3000,2018-11-07,miltosh01
Zhaire Smith,SF,3000,2018-11-07,smithzh01
Wenyen Gabriel,SF,3000,2018-11-07,
Jaylen Adams,PG,3000,2018-11-07,adamsja01
Grayson Allen,SG,3000,2018-11-07,allengr01
Yuta Watanabe,PG/SG,3000,2018-11-07,watanyu01
Jevon Carter,PG,3000,2018-11-07,carteje01
Billy Preston,PF,3000,2018-11-07,
Keenan Evans,PG,3000,2018-11-07,
Zach Lofton,PG,3000,2018-11-07,loftoza01
Deonte Burton,SG,3000,2018-11-07,burtode02
Tyler Davis,C,3000,2018-11-07,davisty01
Aaron Holiday,PG,3000,2018-11-07,holidaa01
Alize Johnson,PF,3000,2018-11-07,johnsal02
Ray Spalding,PF,3000,2018-11-07,spaldra01
Kostas Antetokounmpo,SF,3000,2018-11-07,antetko01
Daryl Macon,PG,3000,2018-11-07,maconda01
Ryan Broekhoff,SG/SF,3000,2018-11-07,broekry01
Giannis Antetokounmpo,SF/PF,11000,2018-11-08,antetgi01
Russell Westbrook,PG,10800,2018-11-08,westbru01
Stephen Curry,PG/SG,10300,2018-11-08,curryst01
Kevin Durant,SF/PF,10200,2018-11-08,duranke01
James Harden,PG/SG,10100,2018-11-08,hardeja01
Damian Lillard,PG,9100,2018-11-08,lillada01
Paul George,SF/PF,8900,2018-11-08,georgpa01
Chris Paul,PG,8200,2018-11-08,paulch01
Kyrie Irving,PG,8000,2018-11-08,irvinky01
Devin Booker,PG/SG,7600,2018-11-08,bookede01
Draymond Green,PF/C,7300,2018-11-08,greendr01
Tobias Harris,SF/PF,7100,2018-11-08,harrito02
Dennis Schroder,PG/SG,7000,2018-11-08,schrode01
Clint Capela,C,6900,2018-11-08,capelca01
Deandre Ayton,C,6800,2018-11-08,aytonde01
Khris Middleton,SG/SF,6700,2018-11-08,middlkh01
Jusuf Nurkic,C,6600,2018-11-08,nurkiju01
C.J. McCollum,PG/SG,6500,2018-11-08,mccolcj01
Jayson Tatum,SF/PF,6400,2018-11-08,tatumja01
Al Horford,PF/C,6300,2018-11-08,horfoal01
Marcus Morris,SF/PF,6200,2018-11-08,morrima03
Danilo Gallinari,SF/PF,6000,2018-11-08,gallida01
Klay Thompson,SG,6000,2018-11-08,thompkl01
Louis Williams,PG/SG,5900,2018-11-08,willilo02
Steven Adams,C,5800,2018-11-08,adamsst01
Eric Bledsoe,PG/SG,5700,2018-11-08,bledser01
DeMarcus Cousins,PF/C,5700,2018-11-08,couside01
Montrezl Harrell,PF/C,5600,2018-11-08,harremo01
Eric Gordon,PG/SG,5500,2018-11-08,gordoer01
Boban Marjanovic,C,5400,2018-11-08,marjabo01
Carmelo Anthony,SF/PF,5300,2018-11-08,anthoca01
Gordon Hayward,SG/SF,5100,2018-11-08,haywago01
Evan Turner,SG/SF,5000,2018-11-08,turneev01
Jerami Grant,SF/PF,4900,2018-11-08,grantje01
Jaylen Brown,SG/SF,4800,2018-11-08,brownja02
Al-Farouq Aminu,SF/PF,4700,2018-11-08,aminual01
Trevor Ariza,SF/PF,4600,2018-11-08,arizatr01
Malcolm Brogdon,PG/SG,4500,2018-11-08,brogdma01
Brook Lopez,C,4400,2018-11-08,lopezbr01
Ersan Ilyasova,PF/C,4300,2018-11-08,ilyaser01
Andre Iguodala,SG/SF,4300,2018-11-08,iguodan01
P.J. Tucker,SF/PF,4200,2018-11-08,tuckepj01
Terry Rozier,PG/SG,4100,2018-11-08,roziete01
T.J. Warren,SF/PF,4100,2018-11-08,warretj01
Zach Collins,PF/C,4000,2018-11-08,colliza01
Jordan Bell,PF/C,3900,2018-11-08,belljo01
Alex Abrines,SG/SF,3900,2018-11-08,abrinal01
Isaiah Canaan,PG,3900,2018-11-08,canaais01
Patrick Beverley,PG/SG,3800,2018-11-08,beverpa01
Alfonzo McKinnie,SF/PF,3800,2018-11-08,mckinal01
Raymond Felton,PG/SG,3800,2018-11-08,feltora01
James Ennis,SG/SF,3800,2018-11-08,ennisja01
Marcus Smart,PG/SG,3700,2018-11-08,smartma01
Richaun Holmes,PF/C,3700,2018-11-08,holmeri01
Shai Gilgeous-Alexander,PG/SG,3600,2018-11-08,gilgesh01
John Henson,C,3600,2018-11-08,hensojo01
Jonas Jerebko,SF/PF,3600,2018-11-08,jerebjo01
Nerlens Noel,C,3600,2018-11-08,noelne01
Gary Clark,SF/PF,3600,2018-11-08,clarkga01
Avery Bradley,SG,3500,2018-11-08,bradlav01
Kevon Looney,PF/C,3500,2018-11-08,looneke01
Gerald Green,SG/SF,3500,2018-11-08,greenge01
Mikal Bridges,SG/SF,3500,2018-11-08,bridgmi01
Nik Stauskas,SG/SF,3400,2018-11-08,stausni01
Jake Layman,SF/PF,3400,2018-11-08,laymaja01
Marcin Gortat,C,3400,2018-11-08,gortama01
Mike Scott,SF/PF,3400,2018-11-08,scottmi01
Donte DiVincenzo,PG/SF,3400,2018-11-08,divindo01
Patrick Patterson,PF/C,3400,2018-11-08,pattepa01
Michael Carter-Williams,PG,3400,2018-11-08,cartemi01
Josh Jackson,SG/SF,3400,2018-11-08,jacksjo02
Andre Roberson,SG/SF,3300,2018-11-08,roberan03
Elie Okobo,PG,3300,2018-11-08,okoboel01
Aron Baynes,C,3300,2018-11-08,baynear01
Daniel Theis,PF/C,3300,2018-11-08,theisda01
Meyers Leonard,C,3200,2018-11-08,leoname01
Maurice Harkless,SF/PF,3200,2018-11-08,harklma01
Milos Teodosic,PG,3200,2018-11-08,teodomi01
Tony Snell,SG/SF,3200,2018-11-08,snellto01
Damian Jones,C,3200,2018-11-08,jonesda03
Hamidou Diallo,SG/SF,3200,2018-11-08,diallha01
Terrance Ferguson,SG/SF,3200,2018-11-08,fergute01
Marquese Chriss,PF/C,3200,2018-11-08,chrisma01
Nene Hilario,C,3200,2018-11-08,hilarne01
Ryan Anderson,PF/C,3200,2018-11-08,anderry01
Seth Curry,PG/SG,3100,2018-11-08,curryse01
Pat Connaughton,SG/SF,3100,2018-11-08,connapa01
Isaiah Hartenstein,PF/C,3100,2018-11-08,harteis01
Jamal Crawford,PG/SG,3100,2018-11-08,crawfja01
Semi Ojeleye,SF/PF,3100,2018-11-08,ojelese01
Caleb Swanigan,PF/C,3000,2018-11-08,swanica01
Wade Baldwin,PG/SG,3000,2018-11-08,baldwwa01
Gary Trent Jr.,SG,3000,2018-11-08,trentga02
Anfernee Simons,PG/SG,3000,2018-11-08,simonan01
Luc Mbah a Moute,SF/PF,3000,2018-11-08,mbahalu01
Angel Delgado,C,3000,2018-11-08,delgaan01
Jerome Robinson,SG,3000,2018-11-08,robinje01
Sindarius Thornwell,SG/SF,3000,2018-11-08,thornsi01
Johnathan Motley,PF/C,3000,2018-11-08,motlejo01
Tyrone Wallace,PG/SG,3000,2018-11-08,wallaty01
Thon Maker,PF/C,3000,2018-11-08,makerth01
Matthew Dellavedova,PG/SG,3000,2018-11-08,dellama01
Jodie Meeks,SG,3000,2018-11-08,meeksjo01
Jaylen Morris,SG,3000,2018-11-08,morrija01
Trevon Duval,PG,3000,2018-11-08,duvaltr01
D.J. Wilson,PF/C,3000,2018-11-08,wilsodj01
Sterling Brown,SG/SF,3000,2018-11-08,brownst02
Christian Wood,PF/C,3000,2018-11-08,woodch01
Shaun Livingston,PG,3000,2018-11-08,livinsh01
Quinn Cook,PG,3000,2018-11-08,cookqu01
Damion Lee,SG/SF,3000,2018-11-08,leeda03
Marcus Derrickson,PF,3000,2018-11-08,derrima01
Jacob Evans III,SG/SF,3000,2018-11-08,evansja02
Timothe Luwawu-Cabarrot,SG/SF,3000,2018-11-08,luwawti01
Deonte Burton,PG/SG,3000,2018-11-08,burtode02
Tyler Davis,PF/C,3000,2018-11-08,davisty01
Abdel Nader,PF,3000,2018-11-08,naderab01
Zhou Qi,PF/C,3000,2018-11-08,qizh01
Vincent Edwards,SF/PF,3000,2018-11-08,edwarvi01
Brandon Knight,PG/SG,3000,2018-11-08,knighbr03
Troy Daniels,SG,3000,2018-11-08,danietr01
George King,SG/SF,3000,2018-11-08,kingge03
De'Anthony Melton,PG/SG,3000,2018-11-08,meltode01
Dragan Bender,PF/C,3000,2018-11-08,bendedr01
Jabari Bird,SG/SF,3000,2018-11-08,birdja01
PJ Dozier,PG/SG,3000,2018-11-08,doziepj01
Robert Williams,PF/C,3000,2018-11-08,williro04
Guerschon Yabusele,PF/C,3000,2018-11-08,yabusgu01
Brad Wanamaker,PG/SG,3000,2018-11-08,wanambr01
Walt Lemon Jr.,PG/SG,3000,2018-11-08,lemonwa01
Joel Embiid,C,11200,2018-11-09,embiijo01
Blake Griffin,PF/C,10000,2018-11-09,griffbl01
Ben Simmons,PG/SF,9800,2018-11-09,simmobe01
Andre Drummond,C,9600,2018-11-09,drumman01
Kemba Walker,PG,9400,2018-11-09,walkeke02
Nikola Jokic,C,9200,2018-11-09,jokicni01
John Wall,PG,9100,2018-11-09,walljo01
Victor Oladipo,PG/SG,9000,2018-11-09,oladivi01
Karl-Anthony Towns,C,8900,2018-11-09,townska01
Jimmy Butler,SG/SF,8600,2018-11-09,butleji01
Hassan Whiteside,C,8200,2018-11-09,whiteha01
Nikola Vucevic,C,8100,2018-11-09,vucevni01
Bradley Beal,SG,7800,2018-11-09,bealbr01
Rudy Gobert,C,7700,2018-11-09,goberru01
Kyrie Irving,PG,7600,2018-11-09,irvinky01
Aaron Gordon,SF/PF,7500,2018-11-09,gordoaa01
Josh Richardson,SG/SF,7400,2018-11-09,richajo01
Trae Young,PG,7300,2018-11-09,youngtr01
Jamal Murray,PG/SG,7200,2018-11-09,murraja01
Donovan Mitchell,PG/SG,7100,2018-11-09,mitchdo01
Caris LeVert,SF,7000,2018-11-09,leverca01
De'Aaron Fox,PG,6900,2018-11-09,foxde01
Derrick Rose,PG/SG,6800,2018-11-09,rosede01
Buddy Hield,SG/SF,6700,2018-11-09,hieldbu01
Willie Cauley-Stein,C,6600,2018-11-09,caulewi01
Goran Dragic,PG,6500,2018-11-09,dragigo01
Jayson Tatum,SF/PF,6500,2018-11-09,tatumja01
Evan Fournier,SG/SF,6400,2018-11-09,fournev01
Nicolas Batum,SG/SF,6300,2018-11-09,batumni01
Domantas Sabonis,PF/C,6300,2018-11-09,sabondo01
Al Horford,PF/C,6200,2018-11-09,horfoal01
Ricky Rubio,PG,6200,2018-11-09,rubiori01
Andrew Wiggins,SG/SF,6200,2018-11-09,wiggian01
Dwight Howard,C,6000,2018-11-09,howardw01
Rodney McGruder,SG/SF,6000,2018-11-09,mcgruro01
Marcus Morris,SF/PF,5900,2018-11-09,morrima03
Gary Harris,SG,5900,2018-11-09,harriga01
Kent Bazemore,SG/SF,5800,2018-11-09,bazemke01
Reggie Jackson,PG/SG,5800,2018-11-09,jacksre01
Joe Ingles,SG/SF,5700,2018-11-09,inglejo01
Nemanja Bjelica,SF/PF,5700,2018-11-09,bjeline01
D'Angelo Russell,PG/SG,5600,2018-11-09,russeda01
Justise Winslow,SF/PF,5600,2018-11-09,winslju01
Taurean Prince,SF,5600,2018-11-09,princta02
Will Barton,SG/SF,5500,2018-11-09,bartowi01
John Collins,C,5500,2018-11-09,collijo01
Robert Covington,SF/PF,5400,2018-11-09,covinro01
Jae Crowder,SF/PF,5300,2018-11-09,crowdja01
Jarrett Allen,C,5300,2018-11-09,allenja01
Otto Porter,SF/PF,5200,2018-11-09,porteot01
J.J. Redick,SG/SF,5200,2018-11-09,redicjj01
Paul Millsap,PF/C,5100,2018-11-09,millspa01
Markieff Morris,SF/PF,5100,2018-11-09,morrima02
Gordon Hayward,SG/SF,5000,2018-11-09,haywago01
Dario Saric,SF/PF,5000,2018-11-09,saricda01
Isaiah Thomas,PG,4900,2018-11-09,thomais02
Taj Gibson,PF,4900,2018-11-09,gibsota01
Jeremy Lamb,SG/SF,4900,2018-11-09,lambje01
Terry Rozier,PG/SG,4900,2018-11-09,roziete01
Dwyane Wade,PG/SG,4800,2018-11-09,wadedw01
Thaddeus Young,SF/PF,4800,2018-11-09,youngth01
James Johnson,SF/PF,4800,2018-11-09,johnsja01
Myles Turner,C,4800,2018-11-09,turnemy01
Terrence Ross,SG/SF,4700,2018-11-09,rosste01
Dion Waiters,SG/SF,4700,2018-11-09,waitedi01
Trey Lyles,SF/PF,4700,2018-11-09,lylestr01
Bam Adebayo,C,4700,2018-11-09,adebaba01
Markelle Fultz,PG/SG,4700,2018-11-09,fultzma01
Jeff Teague,PG,4600,2018-11-09,teaguje01
Derrick Favors,PF/C,4600,2018-11-09,favorde01
Spencer Dinwiddie,PG/SG,4600,2018-11-09,dinwisp01
DeAndre Bembry,SF,4600,2018-11-09,bembrde01
Jaylen Brown,SG/SF,4600,2018-11-09,brownja02
D.J. Augustin,PG,4500,2018-11-09,augusdj01
Alex Len,C,4500,2018-11-09,lenal01
Rondae Hollis-Jefferson,PF/C,4500,2018-11-09,holliro01
Kelly Oubre Jr.,SG/SF,4500,2018-11-09,oubreke01
Marvin Bagley III,PF,4500,2018-11-09,baglema01
Ishmael Smith,PG,4400,2018-11-09,smithis01
Bojan Bogdanovic,SG/SF,4400,2018-11-09,bogdabo02
Malik Monk,SG,4400,2018-11-09,monkma01
Dewayne Dedmon,PF/C,4300,2018-11-09,dedmode01
Kelly Olynyk,PF/C,4300,2018-11-09,olynyke01
Joe Harris,SG/SF,4300,2018-11-09,harrijo01
Tyler Johnson,PG/SG,4300,2018-11-09,johnsty01
Tony Parker,PG,4200,2018-11-09,parketo01
Darren Collison,PG,4200,2018-11-09,collida01
Marvin Williams,SF/PF,4200,2018-11-09,willima02
Bogdan Bogdanovic,SG/SF,4200,2018-11-09,bogdabo01
Tyreke Evans,SG/SF,4100,2018-11-09,evansty01
Marcus Smart,PG/SG,4100,2018-11-09,smartma01
Cody Zeller,C,4100,2018-11-09,zelleco01
Omari Spellman,PF,4100,2018-11-09,spellom01
Michael Kidd-Gilchrist,SF/PF,4000,2018-11-09,kiddgmi01
Langston Galloway,PG/SG,4000,2018-11-09,gallola01
Mohamed Bamba,C,4000,2018-11-09,
Reggie Bullock,SG/SF,3900,2018-11-09,bullore01
Tyus Jones,PG/SG,3900,2018-11-09,jonesty01
Juan Hernangomez,SF/PF,3900,2018-11-09,hernaju01
Jonathan Isaac,PF,3900,2018-11-09,isaacjo01
Ed Davis,PF/C,3800,2018-11-09,davised01
Jeff Green,SF/PF,3800,2018-11-09,greenje02
Mason Plumlee,PF/C,3800,2018-11-09,plumlma01
Dante Exum,PG/SG,3800,2018-11-09,exumda01
Stanley Johnson,SF/PF,3800,2018-11-09,johnsst04
Josh Okogie,SG,3800,2018-11-09,okogijo01
Jeremy Lin,PG/SG,3700,2018-11-09,linje01
Wayne Ellington,SG/SF,3700,2018-11-09,ellinwa01
Alec Burks,SG,3700,2018-11-09,burksal01
Iman Shumpert,SG/SF,3700,2018-11-09,shumpim01
