player,pos,salary,date,slug
Zach Collins,PF/C,3700,2019-01-11,colliza01
Devonte' Graham,PG/SG,3700,2019-01-11,grahade01
Lance Stephenson,SG/SF,3700,2019-01-11,stephla01
Delon Wright,PG/SG,3700,2019-01-11,wrighde01
Kyle O'Quinn,PF/C,3700,2019-01-11,oquinky01
T.J. McConnell,PG/SG,3700,2019-01-11,mccontj01
Maxi Kleber,PF/C,3600,2019-01-11,klebima01
Dwight Powell,PF/C,3600,2019-01-11,poweldw01
Malik Monk,PG/SG,3600,2019-01-11,monkma01
Seth Curry,PG/SG,3600,2019-01-11,curryse01
Wilson Chandler,SF/PF,3600,2019-01-11,chandwi01
Tony Parker,PG,3500,2019-01-11,parketo01
Jake Layman,SF/PF,3500,2019-01-11,laymaja01
Kyle Korver,SG/SF,3500,2019-01-11,korveky01
Ivica Zubac,C,3500,2019-01-11,zubaciv01
Cameron Payne,PG/SG,3500,2019-01-11,payneca01
Matthew Dellavedova,PG/SG,3500,2019-01-11,dellama01
Greg Monroe,C,3500,2019-01-11,monrogr01
Kenneth Faried,PF/C,3500,2019-01-11,farieke01
Sterling Brown,SG/SF,3400,2019-01-11,brownst02
Ersan Ilyasova,PF/C,3400,2019-01-11,ilyaser01
D.J. Wilson,PF/C,3400,2019-01-11,wilsodj01
George Hill,PG/SG,3400,2019-01-11,hillge01
Anthony Tolliver,SF/PF,3400,2019-01-11,tollian01
Jalen Brunson,PG,3400,2019-01-11,brunsja01
Meyers Leonard,PF/C,3400,2019-01-11,leoname01
Jonas Jerebko,PF/C,3400,2019-01-11,jerebjo01
Shaquille Harrison,PG/SF,3400,2019-01-11,harrish01
Chandler Hutchison,SF/PF,3400,2019-01-11,hutchch01
Michael Beasley,SF/PF,3400,2019-01-11,beaslmi01
OG Anunoby,SF/PF,3400,2019-01-11,anunoog01
Trey Burke,PG/SG,3400,2019-01-11,burketr01
Cory Joseph,PG,3400,2019-01-11,josepco01
Jonah Bolden,PF,3400,2019-01-11,boldejo01
Daniel Hamilton,SG/SF,3400,2019-01-11,hamilda02
Sam Dekker,SF/PF,3300,2019-01-11,dekkesa01
Dorian Finney-Smith,SF/PF,3300,2019-01-11,finnedo01
Shaun Livingston,PG,3300,2019-01-11,livinsh01
Jabari Parker,SF/PF,3300,2019-01-11,parkeja01
Royce O'Neale,SF,3300,2019-01-11,onealro01
Ante Zizic,C,3300,2019-01-11,zizican01
Frank Ntilikina,PG/SG,3300,2019-01-11,ntilila01
Damyean Dotson,SG/SF,3300,2019-01-11,dotsoda01
Allonzo Trier,PG/SG,3300,2019-01-11,trieral01
Gorgui Dieng,PF/C,3200,2019-01-11,dienggo01
Nik Stauskas,SG/SF,3200,2019-01-11,stausni01
Miles Bridges,SF/PF,3200,2019-01-11,bridgmi02
Michael Kidd-Gilchrist,SF/PF,3200,2019-01-11,kiddgmi01
Quinn Cook,PG,3200,2019-01-11,cookqu01
Antonio Blakeney,PG/SG,3200,2019-01-11,blakean01
Thabo Sefolosha,SF/PF,3200,2019-01-11,sefolth01
Jalen Jones,SF/PF,3200,2019-01-11,jonesja04
C.J. Miles,SG/SF,3200,2019-01-11,milescj01
Vince Carter,SF/PF,3200,2019-01-11,cartevi01
Mike Muscala,PF/C,3200,2019-01-11,muscami01
Chasson Randle,PG/SG,3100,2019-01-11,randlch01
Thon Maker,PF/C,3100,2019-01-11,makerth01
Ryan Broekhoff,SG/SF,3100,2019-01-11,broekry01
Devin Harris,PG/SG,3100,2019-01-11,harride01
Wayne Selden,SG/SF,3100,2019-01-11,seldewa01
Robin Lopez,C,3100,2019-01-11,lopezro01
Jordan Bell,PF/C,3100,2019-01-11,belljo01
Ryan Arcidiacono,PG,3100,2019-01-11,arcidry01
Ekpe Udoh,C,3100,2019-01-11,udohek01
Tyson Chandler,C,3100,2019-01-11,chandty01
Nene Hilario,C,3100,2019-01-11,hilarne01
James Ennis,SG/SF,3100,2019-01-11,ennisja01
Channing Frye,PF/C,3100,2019-01-11,fryech01
David Nwaba,SG/SF,3100,2019-01-11,nwabada01
Treveon Graham,SF/PF,3100,2019-01-11,grahatr01
Chris Boucher,PF/C,3100,2019-01-11,bouchch01
Jared Dudley,SF/PF,3100,2019-01-11,dudleja01
Courtney Lee,SG/SF,3100,2019-01-11,leeco01
Mitchell Robinson,C,3100,2019-01-11,robinmi01
Aaron Holiday,PG/SG,3100,2019-01-11,holidaa01
Landry Shamet,PG/SG,3100,2019-01-11,shamela01
Tyler Dorsey,PG/SG,3100,2019-01-11,dorsety01
Justin Anderson,SF/PF,3100,2019-01-11,anderju01
Devin Robinson,SG,3000,2019-01-11,robinde01
John Wall,PG,3000,2019-01-11,walljo01
Jordan McRae,PG/SG,3000,2019-01-11,mcraejo01
Jason Smith,PF/C,3000,2019-01-11,smithja02
Jaylen Morris,SG,3000,2019-01-11,morrija01
Trevon Duval,PG,3000,2019-01-11,duvaltr01
Donte DiVincenzo,PG/SF,3000,2019-01-11,divindo01
Christian Wood,PF/C,3000,2019-01-11,woodch01
Troy Brown,SG/SF,3000,2019-01-11,browntr01
Pat Connaughton,SG/SF,3000,2019-01-11,connapa01
Tony Snell,SG/SF,3000,2019-01-11,snellto01
Luol Deng,SF/PF,3000,2019-01-11,denglu01
Jerryd Bayless,PG/SG,3000,2019-01-11,bayleje01
C.J. Williams,SG/SF,3000,2019-01-11,willicj01
Keita Bates-Diop,SF,3000,2019-01-11,bateske01
Jared Terrell,PG,3000,2019-01-11,terreja01
Dirk Nowitzki,PF/C,3000,2019-01-11,nowitdi01
Salah Mejri,C,3000,2019-01-11,mejrisa01
Daryl Macon,PG/SG,3000,2019-01-11,maconda01
Kostas Antetokounmpo,SF/PF,3000,2019-01-11,antetko01
Ray Spalding,PF,3000,2019-01-11,spaldra01
Frank Kaminsky,PF/C,3000,2019-01-11,kaminfr01
Dwayne Bacon,SG/SF,3000,2019-01-11,bacondw01
J.P. Macura,SG,3000,2019-01-11,macurjp01
Joe Chealey,PG,3000,2019-01-11,chealjo01
Gary Trent Jr.,SG,3000,2019-01-11,trentga02
Wade Baldwin,PG/SG,3000,2019-01-11,baldwwa01
Caleb Swanigan,PF/C,3000,2019-01-11,swanica01
Anfernee Simons,PG/SG,3000,2019-01-11,simonan01
Damion Lee,SG/SF,3000,2019-01-11,leeda03
Alfonzo McKinnie,SF/PF,3000,2019-01-11,mckinal01
Damian Jones,C,3000,2019-01-11,jonesda03
Marcus Derrickson,SF,3000,2019-01-11,derrima01
Jacob Evans III,SG/SF,3000,2019-01-11,evansja02
Cristiano Da Silva Felicio,C,3000,2019-01-11,feliccr01
Denzel Valentine,PG/SF,3000,2019-01-11,valende01
Brandon Sampson,PG/SG,3000,2019-01-11,sampsbr01
Rawle Alkins,PG,3000,2019-01-11,alkinra01
Tyler Cavanaugh,PF,3000,2019-01-11,cavanty01
Naz Long,PG,3000,2019-01-11,mitrona01
Georges Niang,SF/PF,3000,2019-01-11,niangge01
Grayson Allen,PG/SG,3000,2019-01-11,allengr01
Tony Bradley,C,3000,2019-01-11,bradlto01
Moritz Wagner,PF/C,3000,2019-01-11,wagnemo01
Johnathan Williams,PF/C,3000,2019-01-11,willijo04
Alex Caruso,PG/SG,3000,2019-01-11,carusal01
Svi Mykhailiuk,SG/SF,3000,2019-01-11,mykhasv01
Isaac Bonga,PG/SF,3000,2019-01-11,bongais01
Brandon Knight,PG/SG,3000,2019-01-11,knighbr03
Carmelo Anthony,SF/PF,3000,2019-01-11,anthoca01
Vincent Edwards,PG/SF,3000,2019-01-11,edwarvi01
Gary Clark,SF/PF,3000,2019-01-11,clarkga01
Marquese Chriss,PF/C,3000,2019-01-11,chrisma01
Isaiah Hartenstein,PF/C,3000,2019-01-11,harteis01
Jaron Blossomgame,SF/PF,3000,2019-01-11,blossja01
J.R. Smith,SG/SF,3000,2019-01-11,smithjr01
John Henson,C,3000,2019-01-11,hensojo01
Malachi Richardson,SG/SF,3000,2019-01-11,richama01
Jordan Loyd,PG/SG,3000,2019-01-11,loydjo01
Theo Pinson,SG/SF,3000,2019-01-11,pinsoth01
Dzanan Musa,SG/SF,3000,2019-01-11,musadz01
Alan Williams,C,3000,2019-01-11,willial03
Lance Thomas,SF/PF,3000,2019-01-11,thomala01
Isaiah Hicks,PF/C,3000,2019-01-11,hicksis01
Kristaps Porzingis,PF/C,3000,2019-01-11,porzikr01
Alize Johnson,PF,3000,2019-01-11,johnsal02
Ike Anigbogu,C,3000,2019-01-11,anigbik01
TJ Leaf,SF/PF,3000,2019-01-11,leaftj01
Edmond Sumner,PG,3000,2019-01-11,sumneed01
Davon Reed,SG/SF,3000,2019-01-11,reedda01
Doug McDermott,SF/PF,3000,2019-01-11,mcderdo01
Justin Patton,C,3000,2019-01-11,pattoju01
Shake Milton,PG/SG,3000,2019-01-11,miltosh01
Markelle Fultz,PG/SG,3000,2019-01-11,fultzma01
Amir Johnson,PF/C,3000,2019-01-11,johnsam01
Zhaire Smith,SG/SF,3000,2019-01-11,smithzh01
Haywood Highsmith,SG/SF,3000,2019-01-11,highsha01
Jaylen Adams,PG,3000,2019-01-11,adamsja01
Omari Spellman,PF/C,3000,2019-01-11,spellom01
Miles Plumlee,C,3000,2019-01-11,plumlmi01
Alex Poythress,SF/PF,3000,2019-01-11,poythal01
Russell Westbrook,PG,11800,2019-01-12,westbru01
Anthony Davis,PF/C,11700,2019-01-12,davisan02
Nikola Jokic,C,10800,2019-01-12,jokicni01
Karl-Anthony Towns,C,9900,2019-01-12,townska01
Blake Griffin,PF/C,9500,2019-01-12,griffbl01
Paul George,SF/PF,9500,2019-01-12,georgpa01
Andre Drummond,C,9100,2019-01-12,drumman01
Nikola Vucevic,C,8800,2019-01-12,vucevni01
Kyrie Irving,PG,8700,2019-01-12,irvinky01
Devin Booker,PG/SG,8600,2019-01-12,bookede01
Donovan Mitchell,PG/SG,8500,2019-01-12,mitchdo01
Kemba Walker,PG,8400,2019-01-12,walkeke02
DeMar DeRozan,SG/SF,8300,2019-01-12,derozde01
Rudy Gobert,C,8200,2019-01-12,goberru01
LaMarcus Aldridge,PF/C,8100,2019-01-12,aldrila01
De'Aaron Fox,PG,7900,2019-01-12,foxde01
Jrue Holiday,PG/SG,7800,2019-01-12,holidjr01
Tobias Harris,SF/PF,7800,2019-01-12,harrito02
Marc Gasol,C,7700,2019-01-12,gasolma01
Mike Conley,PG,7500,2019-01-12,conlemi01
Danilo Gallinari,SF/PF,7400,2019-01-12,gallida01
Jamal Murray,PG/SG,7400,2019-01-12,murraja01
Julius Randle,PF/C,7300,2019-01-12,randlju01
Deandre Ayton,C,7100,2019-01-12,aytonde01
Louis Williams,PG/SG,7000,2019-01-12,willilo02
Andrew Wiggins,SG/SF,7000,2019-01-12,wiggian01
Hassan Whiteside,C,6900,2019-01-12,whiteha01
Willie Cauley-Stein,C,6900,2019-01-12,caulewi01
T.J. Warren,SF/PF,6800,2019-01-12,warretj01
Steven Adams,C,6700,2019-01-12,adamsst01
Montrezl Harrell,PF/C,6700,2019-01-12,harremo01
Jeff Teague,PG,6600,2019-01-12,teaguje01
Justise Winslow,PG/SF,6500,2019-01-12,winslju01
Buddy Hield,SG/SF,6500,2019-01-12,hieldbu01
Aaron Gordon,SF/PF,6400,2019-01-12,gordoaa01
Josh Richardson,SG/SF,6300,2019-01-12,richajo01
Kris Dunn,PG/SG,6300,2019-01-12,dunnkr01
Paul Millsap,PF/C,6200,2019-01-12,millspa01
Derrick Rose,PG/SG,6100,2019-01-12,rosede01
Zach LaVine,PG/SG,6100,2019-01-12,lavinza01
Robert Covington,SF/PF,6000,2019-01-12,covinro01
Joe Ingles,SG/SF,6000,2019-01-12,inglejo01
Lauri Markkanen,PF,6000,2019-01-12,markkla01
Nikola Mirotic,PF/C,5900,2019-01-12,mirotni01
Bogdan Bogdanovic,SG/SF,5900,2019-01-12,bogdabo01
Jayson Tatum,SF/PF,5800,2019-01-12,tatumja01
Marcus Morris,SF/PF,5700,2019-01-12,morrima03
Elfrid Payton,PG,5600,2019-01-12,paytoel01
Al Horford,PF/C,5600,2019-01-12,horfoal01
Josh Jackson,SF/PF,5600,2019-01-12,jacksjo02
Goran Dragic,PG,5500,2019-01-12,dragigo01
Gordon Hayward,SF/PF,5500,2019-01-12,haywago01
Ricky Rubio,PG,5500,2019-01-12,rubiori01
Jeremy Lamb,SG/SF,5500,2019-01-12,lambje01
Gary Harris,SG,5400,2019-01-12,harriga01
Derrick White,PG/SG,5400,2019-01-12,whitede01
Jaren Jackson Jr.,PF/C,5400,2019-01-12,jacksja02
Kyle Anderson,PG/SF,5300,2019-01-12,anderky01
Rudy Gay,SF/PF,5300,2019-01-12,gayru01
Marvin Williams,SF/PF,5300,2019-01-12,willima02
Jerami Grant,PF,5300,2019-01-12,grantje01
Wendell Carter Jr.,PF/C,5300,2019-01-12,cartewe01
Reggie Jackson,PG/SG,5200,2019-01-12,jacksre01
Nemanja Bjelica,SF/PF,5200,2019-01-12,bjeline01
Dwyane Wade,PG/SG,5100,2019-01-12,wadedw01
Derrick Favors,PF/C,5100,2019-01-12,favorde01
Will Barton,SG/SF,5000,2019-01-12,bartowi01
Marvin Bagley III,PF/C,5000,2019-01-12,baglema01
Nicolas Batum,SG/SF,4900,2019-01-12,batumni01
D.J. Augustin,PG,4800,2019-01-12,augusdj01
Bam Adebayo,PF/C,4800,2019-01-12,adebaba01
De'Anthony Melton,PG,4800,2019-01-12,meltode01
Evan Fournier,SG/SF,4700,2019-01-12,fournev01
Marcus Smart,PG/SG,4700,2019-01-12,smartma01
Dennis Schroder,PG/SG,4700,2019-01-12,schrode01
Reggie Bullock,SG/SF,4700,2019-01-12,bullore01
Jae Crowder,SF/PF,4600,2019-01-12,crowdja01
Mason Plumlee,PF/C,4600,2019-01-12,plumlma01
Dario Saric,PF,4600,2019-01-12,saricda01
JaMychal Green,SF/PF,4500,2019-01-12,greenja01
Bobby Portis,PF/C,4500,2019-01-12,portibo01
Jaylen Brown,SG/SF,4500,2019-01-12,brownja02
Torrey Craig,SG/SF,4500,2019-01-12,craigto01
Taj Gibson,PF/C,4400,2019-01-12,gibsota01
Kelly Oubre Jr.,SG/SF,4400,2019-01-12,oubreke01
Malik Beasley,PG/SG,4400,2019-01-12,beaslma01
Derrick Jones Jr.,SF/PF,4400,2019-01-12,jonesde02
Bryn Forbes,PG/SG,4400,2019-01-12,forbebr01
Terrence Ross,SG/SF,4300,2019-01-12,rosste01
Bismack Biyombo,C,4300,2019-01-12,biyombi01
Tyler Johnson,PG/SG,4300,2019-01-12,johnsty01
Monte Morris,PG,4300,2019-01-12,morrimo01
E'Twaun Moore,SG/SF,4200,2019-01-12,mooreet01
Josh Okogie,SG/SF,4200,2019-01-12,okogijo01
Shai Gilgeous-Alexander,PG/SG,4200,2019-01-12,gilgesh01
Guillermo Hernangomez,C,4100,2019-01-12,hernawi01
Bruce Brown Jr.,PG/SG,4100,2019-01-12,brownbr01
Isaiah Thomas,PG,4000,2019-01-12,thomais02
Kyle Korver,SG/SF,4000,2019-01-12,korveky01
James Johnson,PF/C,4000,2019-01-12,johnsja01
Cody Zeller,C,4000,2019-01-12,zelleco01
Raulzinho Neto,PG,4000,2019-01-12,netora01
Patrick Beverley,PG/SG,3900,2019-01-12,beverpa01
Dion Waiters,SG/SF,3900,2019-01-12,waitedi01
Daniel Theis,PF/C,3900,2019-01-12,theisda01
Royce O'Neale,SF,3900,2019-01-12,onealro01
Mikal Bridges,SG/SF,3900,2019-01-12,bridgmi01
Patrick Mills,PG/SG,3800,2019-01-12,millspa02
Kelly Olynyk,PF/C,3800,2019-01-12,olynyke01
Dante Exum,PG/SG,3800,2019-01-12,exumda01
Terry Rozier,PG/SG,3800,2019-01-12,roziete01
Tyus Jones,PG,3800,2019-01-12,jonesty01
Richaun Holmes,PF/C,3800,2019-01-12,holmeri01
Justin Jackson,SF/PF,3800,2019-01-12,jacksju01
Marcin Gortat,C,3700,2019-01-12,gortama01
Iman Shumpert,SG/SF,3700,2019-01-12,shumpim01
Jamal Crawford,PG/SG,3700,2019-01-12,crawfja01
Davis Bertans,SF/PF,3700,2019-01-12,bertada01
Harry Giles,PF/C,3700,2019-01-12,gilesha01
Garrett Temple,SG/SF,3600,2019-01-12,templga01
Stanley Johnson,SF/PF,3600,2019-01-12,johnsst04
Juan Hernangomez,SF/PF,3600,2019-01-12,hernaju01
Malik Monk,PG/SG,3600,2019-01-12,monkma01
Frank Jackson,PG/SG,3600,2019-01-12,jacksfr01
Terrance Ferguson,SG/SF,3600,2019-01-12,fergute01
Jonathan Isaac,SF/PF,3600,2019-01-12,isaacjo01
Devonte' Graham,PG/SG,3600,2019-01-12,grahade01
Tony Parker,PG,3500,2019-01-12,parketo01
Patrick Patterson,PF/C,3500,2019-01-12,pattepa01
Jon Leuer,PF/C,3500,2019-01-12,leuerjo01
Justin Holiday,SG/SF,3500,2019-01-12,holidju01
Trey Lyles,SF/PF,3500,2019-01-12,lylestr01
Jakob Poeltl,C,3500,2019-01-12,poeltja01
Luke Kennard,SG/SF,3500,2019-01-12,kennalu01
Wesley Iwundu,SG/SF,3500,2019-01-12,iwundwe01
Mohamed Bamba,C,3500,2019-01-12,
Marco Belinelli,SG/SF,3400,2019-01-12,belinma01
Darius Miller,SF/PF,3400,2019-01-12,milleda01
