,p1,p2,p3,team,date,venue
2813,Kemba Walker,Dwight Howard,Jeremy Lamb,Team.CHARLOTTE_HORNETS,1/22/2018,Location.HOME
2814,Dennis Schröder,Dewayne Dedmon,Taurean Waller-Prince,Team.ATLANTA_HAWKS,1/22/2018,Location.HOME
2815,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,1/22/2018,Location.HOME
2816,Lou Williams,Montrezl Harrell,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,1/22/2018,Location.HOME
2817,Tyreke Evans,Marc Gasol,Dillon Brooks,Team.MEMPHIS_GRIZZLIES,1/22/2018,Location.HOME
2818,Devin Booker,Alex Len,T.J. Warren,Team.PHOENIX_SUNS,1/22/2018,Location.AWAY
2819,Buddy Hield,Willie Cauley-Stein,Bogdan Bogdanovi?,Team.SACRAMENTO_KINGS,1/22/2018,Location.AWAY
2820,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,1/22/2018,Location.AWAY
2821,Will Barton,Nikola Joki?,Jamal Murray,Team.DENVER_NUGGETS,1/22/2018,Location.HOME
2822,Donovan Mitchell,Derrick Favors,Rudy Gobert,Team.UTAH_JAZZ,1/22/2018,Location.AWAY
2823,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,1/25/2018,Location.AWAY
2824,Goran Dragi?,Kelly Olynyk,Josh Richardson,Team.MIAMI_HEAT,1/25/2018,Location.HOME
2825,Jamal Crawford,Karl-Anthony Towns,Jeff Teague,Team.MINNESOTA_TIMBERWOLVES,1/25/2018,Location.AWAY
2826,Russell Westbrook,Steven Adams,Paul George,Team.OKLAHOMA_CITY_THUNDER,1/25/2018,Location.HOME
2827,Courtney Lee,Enes Kanter,Kristaps Porzi??is,Team.NEW_YORK_KNICKS,1/25/2018,Location.AWAY
2828,Kevin Durant,David West,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,1/25/2018,Location.HOME
2829,Buddy Hield,Willie Cauley-Stein,Bogdan Bogdanovi?,Team.SACRAMENTO_KINGS,1/25/2018,Location.AWAY
2830,Will Barton,Nikola Joki?,Jamal Murray,Team.DENVER_NUGGETS,1/25/2018,Location.HOME
2831,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,3/31/2018,Location.HOME
2832,Goran Dragi?,Kelly Olynyk,Josh Richardson,Team.MIAMI_HEAT,3/31/2018,Location.HOME
2833,Nicolas Batum,Dwight Howard,Willy Hernangómez,Team.CHARLOTTE_HORNETS,3/31/2018,Location.AWAY
2834,Trey Burke,Kyle O'Quinn,Michael Beasley,Team.NEW_YORK_KNICKS,3/31/2018,Location.HOME
2835,Reggie Bullock,Andre Drummond,Anthony Tolliver,Team.DETROIT_PISTONS,3/31/2018,Location.AWAY
2836,Kevin Durant,Kevon Looney,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,3/31/2018,Location.AWAY
2837,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,3/31/2018,Location.AWAY
2838,Terry Rozier,Al Horford,Marcus Morris,Team.BOSTON_CELTICS,3/31/2018,Location.HOME
2839,Spencer Dinwiddie,Jarrett Allen,Rondae Hollis-Jefferson,Team.BROOKLYN_NETS,3/31/2018,Location.AWAY
2840,Buddy Hield,Willie Cauley-Stein,Bogdan Bogdanovi?,Team.SACRAMENTO_KINGS,3/31/2018,Location.HOME
2841,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/3/2018,Location.AWAY
2842,Sean Kilpatrick,Lauri Markkanen,Justin Holiday,Team.CHICAGO_BULLS,4/3/2018,Location.HOME
2843,Giannis Antetokounmpo,John Henson,Khris Middleton,Team.MILWAUKEE_BUCKS,4/3/2018,Location.HOME
2844,Goran Dragi?,Kelly Olynyk,Josh Richardson,Team.MIAMI_HEAT,4/3/2018,Location.HOME
2845,Ben Simmons,Richaun Holmes,J.J. Redick,Team.PHILADELPHIA_76ERS,4/3/2018,Location.HOME
2846,J.J. Barea,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,4/3/2018,Location.HOME
2847,Russell Westbrook,Steven Adams,Paul George,Team.OKLAHOMA_CITY_THUNDER,4/3/2018,Location.HOME
2848,Kemba Walker,Dwight Howard,Jeremy Lamb,Team.CHARLOTTE_HORNETS,4/3/2018,Location.AWAY
2849,Trey Burke,Kyle O'Quinn,Tim Hardaway,Team.NEW_YORK_KNICKS,4/3/2018,Location.HOME
2850,Kentavious Caldwell-Pope,Julius Randle,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,4/3/2018,Location.AWAY
2851,Tyler Dorsey,Mike Muscala,John Collins,Team.ATLANTA_HAWKS,4/3/2018,Location.AWAY
2852,LeBron James,Tristan Thompson,Kevin Love,Team.CLEVELAND_CAVALIERS,4/3/2018,Location.HOME
2853,Mario Hezonja,Khem Birch,Jamel Artis,Team.ORLANDO_MAGIC,4/3/2018,Location.AWAY
2854,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,4/3/2018,Location.AWAY
2855,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,4/3/2018,Location.HOME
2856,Lou Williams,DeAndre Jordan,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,4/3/2018,Location.HOME
2857,Kevin Durant,David West,Quinn Cook,Team.GOLDEN_STATE_WARRIORS,4/3/2018,Location.AWAY
2858,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/3/2018,Location.AWAY
2859,Jaylen Brown,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,4/3/2018,Location.AWAY
2860,Kyle Anderson,LaMarcus Aldridge,Pau Gasol,Team.SAN_ANTONIO_SPURS,4/3/2018,Location.AWAY
2861,Spencer Dinwiddie,Jarrett Allen,Rondae Hollis-Jefferson,Team.BROOKLYN_NETS,4/3/2018,Location.AWAY
2862,Josh Jackson,Alex Len,Tyler Ulis,Team.PHOENIX_SUNS,4/3/2018,Location.HOME
2863,Buddy Hield,Willie Cauley-Stein,Bogdan Bogdanovi?,Team.SACRAMENTO_KINGS,4/3/2018,Location.AWAY
2864,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,4/3/2018,Location.AWAY
2865,Will Barton,Nikola Joki?,Jamal Murray,Team.DENVER_NUGGETS,4/3/2018,Location.HOME
2866,Donovan Mitchell,Derrick Favors,Rudy Gobert,Team.UTAH_JAZZ,4/3/2018,Location.HOME
2867,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/5/2018,Location.AWAY
2868,Giannis Antetokounmpo,John Henson,Khris Middleton,Team.MILWAUKEE_BUCKS,4/5/2018,Location.HOME
2869,Jeff Teague,Karl-Anthony Towns,Taj Gibson,Team.MINNESOTA_TIMBERWOLVES,4/5/2018,Location.AWAY
2870,LeBron James,Tristan Thompson,Kevin Love,Team.CLEVELAND_CAVALIERS,4/5/2018,Location.HOME
2871,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,4/5/2018,Location.HOME
2872,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,4/5/2018,Location.HOME
2873,Lou Williams,DeAndre Jordan,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,4/5/2018,Location.AWAY
2874,Kevin Durant,Kevon Looney,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,4/5/2018,Location.AWAY
2875,Spencer Dinwiddie,Jarrett Allen,Rondae Hollis-Jefferson,Team.BROOKLYN_NETS,4/5/2018,Location.AWAY
2876,Wade Baldwin,Jusuf Nurki?,Pat Connaughton,Team.PORTLAND_TRAIL_BLAZERS,4/5/2018,Location.AWAY
2877,Will Barton,Nikola Joki?,Jamal Murray,Team.DENVER_NUGGETS,4/5/2018,Location.HOME
2878,Donovan Mitchell,Derrick Favors,Rudy Gobert,Team.UTAH_JAZZ,4/5/2018,Location.HOME
2879,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/10/2018,Location.HOME
2880,J.J. Redick,Amir Johnson,Ersan ?lyasova,Team.PHILADELPHIA_76ERS,4/10/2018,Location.AWAY
2881,Jalen Jones,Dwight Powell,Johnathan Motley,Team.DALLAS_MAVERICKS,4/10/2018,Location.HOME
2882,Kemba Walker,Dwight Howard,Jeremy Lamb,Team.CHARLOTTE_HORNETS,4/10/2018,Location.AWAY
2883,Andre Ingram,Julius Randle,Josh Hart,Team.LOS_ANGELES_LAKERS,4/10/2018,Location.HOME
2884,Tyler Dorsey,Dewayne Dedmon,Taurean Waller-Prince,Team.ATLANTA_HAWKS,4/10/2018,Location.HOME
2885,Lance Stephenson,Domantas Sabonis,Darren Collison,Team.INDIANA_PACERS,4/10/2018,Location.HOME
2886,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,4/10/2018,Location.AWAY
2887,Klay Thompson,Kevon Looney,Zaza Pachulia,Team.GOLDEN_STATE_WARRIORS,4/10/2018,Location.AWAY
2888,Jaylen Brown,Al Horford,Greg Monroe,Team.BOSTON_CELTICS,4/10/2018,Location.AWAY
2889,Shaquille Harrison,Alex Len,Alec Peters,Team.PHOENIX_SUNS,4/10/2018,Location.AWAY
2890,Donovan Mitchell,Derrick Favors,Rudy Gobert,Team.UTAH_JAZZ,4/10/2018,Location.HOME
2891,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/14/2018,Location.AWAY
2892,Jrue Holiday,Anthony Davis,Nikola Miroti?,Team.NEW_ORLEANS_PELICANS,4/14/2018,Location.AWAY
2893,Goran Dragi?,Kelly Olynyk,Josh Richardson,Team.MIAMI_HEAT,4/14/2018,Location.AWAY
2894,J.J. Redick,Amir Johnson,Marco Belinelli,Team.PHILADELPHIA_76ERS,4/14/2018,Location.HOME
2895,Klay Thompson,JaVale McGee,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,4/14/2018,Location.HOME
2896,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/14/2018,Location.HOME
2897,Kyle Anderson,LaMarcus Aldridge,Pau Gasol,Team.SAN_ANTONIO_SPURS,4/14/2018,Location.AWAY
2898,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,4/14/2018,Location.HOME
2899,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/17/2018,Location.AWAY
2900,Jrue Holiday,Anthony Davis,Nikola Miroti?,Team.NEW_ORLEANS_PELICANS,4/17/2018,Location.AWAY
2901,Giannis Antetokounmpo,John Henson,Khris Middleton,Team.MILWAUKEE_BUCKS,4/17/2018,Location.AWAY
2902,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/17/2018,Location.HOME
2903,Terry Rozier,Al Horford,Jaylen Brown,Team.BOSTON_CELTICS,4/17/2018,Location.HOME
2904,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,4/17/2018,Location.HOME
2905,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/20/2018,Location.HOME
2906,Khris Middleton,Thon Maker,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,4/20/2018,Location.HOME
2907,LeBron James,Larry Nance,Kevin Love,Team.CLEVELAND_CAVALIERS,4/20/2018,Location.AWAY
2908,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,4/20/2018,Location.HOME
2909,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/20/2018,Location.AWAY
2910,Terry Rozier,Aron Baynes,Jayson Tatum,Team.BOSTON_CELTICS,4/20/2018,Location.AWAY
2911,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/22/2018,Location.HOME
2912,Khris Middleton,Thon Maker,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,4/22/2018,Location.HOME
2913,LeBron James,Larry Nance,Kyle Korver,Team.CLEVELAND_CAVALIERS,4/22/2018,Location.AWAY
2914,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,4/22/2018,Location.HOME
2915,Kevin Durant,David West,Draymond Green,Team.GOLDEN_STATE_WARRIORS,4/22/2018,Location.AWAY
2916,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/22/2018,Location.AWAY
2917,Jaylen Brown,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,4/22/2018,Location.AWAY
2918,Kyle Anderson,LaMarcus Aldridge,Pau Gasol,Team.SAN_ANTONIO_SPURS,4/22/2018,Location.HOME
2919,Bradley Beal,Marcin Gortat,Otto Porter,Team.WASHINGTON_WIZARDS,4/25/2018,Location.AWAY
2920,Jimmy Butler,Karl-Anthony Towns,Andrew Wiggins,Team.MINNESOTA_TIMBERWOLVES,4/25/2018,Location.AWAY
2921,Russell Westbrook,Steven Adams,Paul George,Team.OKLAHOMA_CITY_THUNDER,4/25/2018,Location.HOME
2922,LeBron James,Larry Nance,Kyle Korver,Team.CLEVELAND_CAVALIERS,4/25/2018,Location.HOME
2923,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,4/25/2018,Location.AWAY
2924,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,4/25/2018,Location.HOME
2925,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/25/2018,Location.HOME
2926,Donovan Mitchell,Derrick Favors,Rudy Gobert,Team.UTAH_JAZZ,4/25/2018,Location.AWAY
2927,Bradley Beal,Marcin Gortat,John Wall,Team.WASHINGTON_WIZARDS,4/27/2018,Location.HOME
2928,Russell Westbrook,Steven Adams,Paul George,Team.OKLAHOMA_CITY_THUNDER,4/27/2018,Location.AWAY
2929,LeBron James,Tristan Thompson,Kevin Love,Team.CLEVELAND_CAVALIERS,4/27/2018,Location.AWAY
2930,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,4/27/2018,Location.HOME
2931,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,4/27/2018,Location.AWAY
2932,Donovan Mitchell,Derrick Favors,Rudy Gobert,Team.UTAH_JAZZ,4/27/2018,Location.HOME
2933,John Wall,Ian Mahinmi,Otto Porter,Team.WASHINGTON_WIZARDS,10/18/2018,Location.HOME
2934,Zach LaVine,Wendell Carter,Bobby Portis,Team.CHICAGO_BULLS,10/18/2018,Location.AWAY
2935,Josh Richardson,Hassan Whiteside,Bam Adebayo,Team.MIAMI_HEAT,10/18/2018,Location.AWAY
2936,Ben Simmons,Joel Embiid,Robert Covington,Team.PHILADELPHIA_76ERS,10/18/2018,Location.HOME
2937,LeBron James,JaVale McGee,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,10/18/2018,Location.AWAY
2938,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,10/18/2018,Location.HOME
2939,Bradley Beal,Jason Smith,John Wall,Team.WASHINGTON_WIZARDS,10/20/2018,Location.HOME
2940,Zach LaVine,Wendell Carter,Justin Holiday,Team.CHICAGO_BULLS,10/20/2018,Location.HOME
2941,Josh Richardson,Hassan Whiteside,Bam Adebayo,Team.MIAMI_HEAT,10/20/2018,Location.HOME
2942,Andrew Wiggins,Karl-Anthony Towns,Taj Gibson,Team.MINNESOTA_TIMBERWOLVES,10/20/2018,Location.AWAY
2943,J.J. Redick,Joel Embiid,Dario ?ari?,Team.PHILADELPHIA_76ERS,10/20/2018,Location.HOME
