,p1,p2,p3,team,date,venue
8574,Gordon Hayward,Rudy Gobert,George Hill,Team.UTAH_JAZZ,11/29/2016,Location.HOME
8575,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,12/17/2016,Location.HOME
8576,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,12/17/2016,Location.HOME
8577,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,12/17/2016,Location.AWAY
8578,Brandon Jennings,Kristaps Porzi??is,Carmelo Anthony,Team.NEW_YORK_KNICKS,12/17/2016,Location.AWAY
8579,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,12/17/2016,Location.AWAY
8580,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,12/17/2016,Location.HOME
8581,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,12/17/2016,Location.HOME
8582,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,12/17/2016,Location.HOME
8583,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,12/17/2016,Location.AWAY
8584,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,12/17/2016,Location.AWAY
8585,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/17/2016,Location.HOME
8586,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,12/17/2016,Location.AWAY
8587,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,12/17/2016,Location.AWAY
8588,Gary Harris,Nikola Joki?,Danilo Gallinari,Team.DENVER_NUGGETS,12/17/2016,Location.HOME
8589,Giannis Antetokounmpo,John Henson,Khris Middleton,Team.MILWAUKEE_BUCKS,2/4/2018,Location.AWAY
8590,Russell Westbrook,Steven Adams,Paul George,Team.OKLAHOMA_CITY_THUNDER,2/4/2018,Location.HOME
8591,Kemba Walker,Dwight Howard,Jeremy Lamb,Team.CHARLOTTE_HORNETS,2/4/2018,Location.AWAY
8592,Courtney Lee,Enes Kanter,Kristaps Porzi??is,Team.NEW_YORK_KNICKS,2/4/2018,Location.HOME
8593,Kentavious Caldwell-Pope,Julius Randle,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,2/4/2018,Location.AWAY
8594,Dennis Schröder,Dewayne Dedmon,Taurean Waller-Prince,Team.ATLANTA_HAWKS,2/4/2018,Location.AWAY
8595,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,2/4/2018,Location.HOME
8596,Jaylen Brown,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,2/4/2018,Location.HOME
8597,Spencer Dinwiddie,Jarrett Allen,DeMarre Carroll,Team.BROOKLYN_NETS,2/4/2018,Location.HOME
8598,Andrew Harrison,Marc Gasol,James Ennis,Team.MEMPHIS_GRIZZLIES,2/4/2018,Location.AWAY
8599,Devin Booker,Alex Len,T.J. Warren,Team.PHOENIX_SUNS,2/4/2018,Location.HOME
8600,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,2/4/2018,Location.AWAY
8601,Giannis Antetokounmpo,Brook Lopez,Eric Bledsoe,Team.MILWAUKEE_BUCKS,11/11/2018,Location.AWAY
8602,Kemba Walker,Cody Zeller,Jeremy Lamb,Team.CHARLOTTE_HORNETS,11/11/2018,Location.AWAY
8603,Emmanuel Mudiay,Mitchell Robinson,Enes Kanter,Team.NEW_YORK_KNICKS,11/11/2018,Location.HOME
8604,LeBron James,JaVale McGee,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,11/11/2018,Location.HOME
8605,Kent Bazemore,Alex Len,Taurean Waller-Prince,Team.ATLANTA_HAWKS,11/11/2018,Location.AWAY
8606,Reggie Jackson,Andre Drummond,Blake Griffin,Team.DETROIT_PISTONS,11/11/2018,Location.HOME
8607,Terrence Ross,Nikola Vu?evi?,Jerian Grant,Team.ORLANDO_MAGIC,11/11/2018,Location.AWAY
8608,Bojan Bogdanovi?,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,11/11/2018,Location.AWAY
8609,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,11/11/2018,Location.HOME
8610,Kyrie Irving,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,11/11/2018,Location.AWAY
8611,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/11/2018,Location.HOME
8612,Jamal Murray,Nikola Joki?,Paul Millsap,Team.DENVER_NUGGETS,11/11/2018,Location.HOME
8613,Kemba Walker,Cody Zeller,Jeremy Lamb,Team.CHARLOTTE_HORNETS,11/13/2018,Location.AWAY
8614,Vince Carter,Alex Len,Taurean Waller-Prince,Team.ATLANTA_HAWKS,11/13/2018,Location.AWAY
8615,Jordan Clarkson,Larry Nance,Collin Sexton,Team.CLEVELAND_CAVALIERS,11/13/2018,Location.HOME
8616,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,11/13/2018,Location.AWAY
8617,Klay Thompson,Kevon Looney,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,11/13/2018,Location.HOME
8618,Jamal Murray,Nikola Joki?,Paul Millsap,Team.DENVER_NUGGETS,11/13/2018,Location.HOME
8619,Kris Dunn,Lauri Markkanen,Robin Lopez,Team.CHICAGO_BULLS,12/21/2018,Location.HOME
8620,Jrue Holiday,Anthony Davis,Julius Randle,Team.NEW_ORLEANS_PELICANS,12/21/2018,Location.AWAY
8621,Giannis Antetokounmpo,Brook Lopez,Eric Bledsoe,Team.MILWAUKEE_BUCKS,12/21/2018,Location.AWAY
8622,Andrew Wiggins,Karl-Anthony Towns,Taj Gibson,Team.MINNESOTA_TIMBERWOLVES,12/21/2018,Location.AWAY
8623,Kemba Walker,Cody Zeller,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/21/2018,Location.HOME
8624,Emmanuel Mudiay,Enes Kanter,Kevin Knox,Team.NEW_YORK_KNICKS,12/21/2018,Location.HOME
8625,LeBron James,Ivica Zubac,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,12/21/2018,Location.HOME
8626,Trae Young,Alex Len,John Collins,Team.ATLANTA_HAWKS,12/21/2018,Location.AWAY
8627,Jordan Clarkson,Larry Nance,Collin Sexton,Team.CLEVELAND_CAVALIERS,12/21/2018,Location.AWAY
8628,Reggie Jackson,Andre Drummond,Blake Griffin,Team.DETROIT_PISTONS,12/21/2018,Location.AWAY
8629,D.J. Augustin,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,12/21/2018,Location.AWAY
8630,Bojan Bogdanovi?,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,12/21/2018,Location.AWAY
8631,Fred VanVleet,Greg Monroe,Kawhi Leonard,Team.TORONTO_RAPTORS,12/21/2018,Location.HOME
8632,Jaylen Brown,Daniel Theis,Jayson Tatum,Team.BOSTON_CELTICS,12/21/2018,Location.HOME
8633,DeMar DeRozan,LaMarcus Aldridge,Rudy Gay,Team.SAN_ANTONIO_SPURS,12/21/2018,Location.HOME
8634,D'Angelo Russell,Jarrett Allen,Spencer Dinwiddie,Team.BROOKLYN_NETS,12/21/2018,Location.HOME
8635,Mike Conley,Marc Gasol,Jaren Jackson,Team.MEMPHIS_GRIZZLIES,12/21/2018,Location.AWAY
8636,De'Aaron Fox,Willie Cauley-Stein,Buddy Hield,Team.SACRAMENTO_KINGS,12/21/2018,Location.HOME
8637,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,12/21/2018,Location.HOME
8638,Donovan Mitchell,Rudy Gobert,Derrick Favors,Team.UTAH_JAZZ,12/21/2018,Location.AWAY
8639,Bradley Beal,Thomas Bryant,Tomá? Satoranský,Team.WASHINGTON_WIZARDS,12/29/2018,Location.HOME
8640,Jrue Holiday,Anthony Davis,Julius Randle,Team.NEW_ORLEANS_PELICANS,12/29/2018,Location.HOME
8641,Giannis Antetokounmpo,Brook Lopez,Eric Bledsoe,Team.MILWAUKEE_BUCKS,12/29/2018,Location.HOME
8642,Kemba Walker,Cody Zeller,Jeremy Lamb,Team.CHARLOTTE_HORNETS,12/29/2018,Location.AWAY
8643,Emmanuel Mudiay,Enes Kanter,Noah Vonleh,Team.NEW_YORK_KNICKS,12/29/2018,Location.AWAY
8644,Trae Young,Alex Len,John Collins,Team.ATLANTA_HAWKS,12/29/2018,Location.HOME
8645,Jordan Clarkson,Larry Nance,Collin Sexton,Team.CLEVELAND_CAVALIERS,12/29/2018,Location.AWAY
8646,James Harden,Clint Capela,Eric Gordon,Team.HOUSTON_ROCKETS,12/29/2018,Location.AWAY
8647,Lou Williams,Montrezl Harrell,Danilo Gallinari,Team.LOS_ANGELES_CLIPPERS,12/29/2018,Location.HOME
8648,Kevin Durant,Kevon Looney,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,12/29/2018,Location.AWAY
8649,Kyrie Irving,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,12/29/2018,Location.AWAY
8650,DeMar DeRozan,LaMarcus Aldridge,Rudy Gay,Team.SAN_ANTONIO_SPURS,12/29/2018,Location.AWAY
8651,Shabazz Napier,Jarrett Allen,Kenneth Faried,Team.BROOKLYN_NETS,12/29/2018,Location.AWAY
8652,Mike Conley,Marc Gasol,Jaren Jackson,Team.MEMPHIS_GRIZZLIES,12/29/2018,Location.HOME
8653,Devin Booker,Deandre Ayton,Mikal Bridges,Team.PHOENIX_SUNS,12/29/2018,Location.HOME
8654,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,12/29/2018,Location.HOME
8655,Jamal Murray,Nikola Joki?,Paul Millsap,Team.DENVER_NUGGETS,12/29/2018,Location.AWAY
8656,Donovan Mitchell,Rudy Gobert,Derrick Favors,Team.UTAH_JAZZ,12/29/2018,Location.HOME
8657,Bradley Beal,Thomas Bryant,Tomá? Satoranský,Team.WASHINGTON_WIZARDS,2/6/2019,Location.AWAY
8658,Zach LaVine,Lauri Markkanen,Robin Lopez,Team.CHICAGO_BULLS,2/6/2019,Location.HOME
8659,Jrue Holiday,Julius Randle,Cheick Diallo,Team.NEW_ORLEANS_PELICANS,2/6/2019,Location.AWAY
8660,Giannis Antetokounmpo,Brook Lopez,Eric Bledsoe,Team.MILWAUKEE_BUCKS,2/6/2019,Location.HOME
8661,Luka Don?i?,Dwight Powell,Dorian Finney-Smith,Team.DALLAS_MAVERICKS,2/6/2019,Location.HOME
8662,Kemba Walker,Cody Zeller,Jeremy Lamb,Team.CHARLOTTE_HORNETS,2/6/2019,Location.AWAY
8663,James Harden,Gerald Green,Chris Paul,Team.HOUSTON_ROCKETS,2/6/2019,Location.AWAY
8664,Kevin Durant,Kevon Looney,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,2/6/2019,Location.HOME
8665,Patty Mills,Jakob Pöltl,D?vis Bert?ns,Team.SAN_ANTONIO_SPURS,2/6/2019,Location.AWAY
8666,D'Angelo Russell,Jarrett Allen,DeMarre Carroll,Team.BROOKLYN_NETS,2/6/2019,Location.HOME
8667,Josh Jackson,Deandre Ayton,Kelly Oubre,Team.PHOENIX_SUNS,2/6/2019,Location.AWAY
8668,De'Aaron Fox,Willie Cauley-Stein,Buddy Hield,Team.SACRAMENTO_KINGS,2/6/2019,Location.HOME
8669,Jamal Murray,Nikola Joki?,Mason Plumlee,Team.DENVER_NUGGETS,2/6/2019,Location.AWAY
8670,Donovan Mitchell,Rudy Gobert,Derrick Favors,Team.UTAH_JAZZ,2/6/2019,Location.HOME
8671,Jrue Holiday,Anthony Davis,Ryan Anderson,Team.NEW_ORLEANS_PELICANS,2/4/2016,Location.HOME
8672,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,2/4/2016,Location.AWAY
8673,Jordan Clarkson,Julius Randle,Lou Williams,Team.LOS_ANGELES_LAKERS,2/4/2016,Location.AWAY
8674,Reggie Jackson,Andre Drummond,Marcus Morris,Team.DETROIT_PISTONS,2/4/2016,Location.HOME
8675,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,2/4/2016,Location.AWAY
8676,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,2/4/2016,Location.AWAY
8677,Devin Booker,Tyson Chandler,Mirza Teletovi?,Team.PHOENIX_SUNS,2/4/2016,Location.HOME
8678,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,2/4/2016,Location.HOME
8679,Giannis Antetokounmpo,Greg Monroe,Khris Middleton,Team.MILWAUKEE_BUCKS,3/13/2016,Location.AWAY
8680,Arron Afflalo,Robin Lopez,Carmelo Anthony,Team.NEW_YORK_KNICKS,3/13/2016,Location.AWAY
8681,Jordan Clarkson,Julius Randle,Lou Williams,Team.LOS_ANGELES_LAKERS,3/13/2016,Location.HOME
8682,Jeff Teague,Al Horford,Paul Millsap,Team.ATLANTA_HAWKS,3/13/2016,Location.HOME
8683,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,3/13/2016,Location.AWAY
8684,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,3/13/2016,Location.AWAY
8685,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,3/13/2016,Location.HOME
8686,Donald Sloan,Brook Lopez,Thaddeus Young,Team.BROOKLYN_NETS,3/13/2016,Location.HOME
8687,Rajon Rondo,DeMarcus Cousins,Darren Collison,Team.SACRAMENTO_KINGS,3/13/2016,Location.HOME
8688,Gordon Hayward,Rudy Gobert,Rodney Hood,Team.UTAH_JAZZ,3/13/2016,Location.AWAY
8689,E'Twaun Moore,Anthony Davis,Terrence Jones,Team.NEW_ORLEANS_PELICANS,11/8/2016,Location.AWAY
8690,Andrew Wiggins,Karl-Anthony Towns,Tyus Jones,Team.MINNESOTA_TIMBERWOLVES,11/8/2016,Location.AWAY
8691,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,11/8/2016,Location.AWAY
8692,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,11/8/2016,Location.HOME
8693,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,11/8/2016,Location.AWAY
8694,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,11/8/2016,Location.HOME
8695,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,11/8/2016,Location.HOME
8696,Mike Conley,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,11/8/2016,Location.HOME
8697,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,11/8/2016,Location.AWAY
8698,Darren Collison,DeMarcus Cousins,Ty Lawson,Team.SACRAMENTO_KINGS,11/8/2016,Location.HOME
8699,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/8/2016,Location.HOME
8700,Gary Harris,Nikola Joki?,Danilo Gallinari,Team.DENVER_NUGGETS,11/8/2016,Location.AWAY
8701,Jrue Holiday,Anthony Davis,E'Twaun Moore,Team.NEW_ORLEANS_PELICANS,11/27/2016,Location.AWAY
8702,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,11/27/2016,Location.AWAY
8703,Sergio Rodríguez,Joel Embiid,Gerald Henderson,Team.PHILADELPHIA_76ERS,11/27/2016,Location.HOME
8704,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,11/27/2016,Location.HOME
8705,Jordan Clarkson,Larry Nance,Lou Williams,Team.LOS_ANGELES_LAKERS,11/27/2016,Location.HOME
8706,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,11/27/2016,Location.AWAY
8707,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,11/27/2016,Location.AWAY
8708,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,11/27/2016,Location.HOME
8709,Glenn Robinson,Myles Turner,Al Jefferson,Team.INDIANA_PACERS,11/27/2016,Location.HOME
8710,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,11/27/2016,Location.AWAY
8711,Chris Paul,DeAndre Jordan,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,11/27/2016,Location.AWAY
8712,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,11/27/2016,Location.HOME
8713,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,11/27/2016,Location.HOME
8714,Darren Collison,DeMarcus Cousins,Ty Lawson,Team.SACRAMENTO_KINGS,11/27/2016,Location.AWAY
8715,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/27/2016,Location.HOME
8716,Jameer Nelson,Nikola Joki?,Wilson Chandler,Team.DENVER_NUGGETS,11/27/2016,Location.AWAY
8717,Jerian Grant,Cristiano Felício,Dwyane Wade,Team.CHICAGO_BULLS,1/12/2017,Location.AWAY
8718,Tyreke Evans,Donatas Motiej?nas,Terrence Jones,Team.NEW_ORLEANS_PELICANS,1/12/2017,Location.AWAY
8719,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,1/12/2017,Location.AWAY
8720,Derrick Rose,Kyle O'Quinn,Carmelo Anthony,Team.NEW_YORK_KNICKS,1/12/2017,Location.HOME
8721,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,1/12/2017,Location.AWAY
8722,Reggie Jackson,Boban Marjanovi?,Marcus Morris,Team.DETROIT_PISTONS,1/12/2017,Location.AWAY
8723,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,1/12/2017,Location.AWAY
8724,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,1/12/2017,Location.HOME
8725,Patty Mills,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,1/12/2017,Location.HOME
8726,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,1/12/2017,Location.HOME
8727,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,1/12/2017,Location.HOME
8728,Gary Harris,Nikola Joki?,Danilo Gallinari,Team.DENVER_NUGGETS,1/12/2017,Location.HOME
8729,Shabazz Muhammad,Karl-Anthony Towns,Andrew Wiggins,Team.MINNESOTA_TIMBERWOLVES,1/22/2017,Location.HOME
8730,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,1/22/2017,Location.HOME
8731,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,1/22/2017,Location.AWAY
8732,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,1/22/2017,Location.HOME
8733,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,1/22/2017,Location.AWAY
8734,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,1/22/2017,Location.HOME
8735,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,1/22/2017,Location.AWAY
8736,Gary Harris,Nikola Joki?,Danilo Gallinari,Team.DENVER_NUGGETS,1/22/2017,Location.AWAY
8737,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,1/26/2017,Location.HOME
8738,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,1/26/2017,Location.AWAY
8739,Russell Westbrook,Steven Adams,Victor Oladipo,Team.OKLAHOMA_CITY_THUNDER,1/26/2017,Location.HOME
8740,Lou Williams,Ivica Zubac,Timofey Mozgov,Team.LOS_ANGELES_LAKERS,1/26/2017,Location.AWAY
8741,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,1/26/2017,Location.AWAY
8742,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,1/26/2017,Location.AWAY
8743,Gary Harris,Nikola Joki?,Danilo Gallinari,Team.DENVER_NUGGETS,1/26/2017,Location.HOME
8744,Gordon Hayward,Rudy Gobert,George Hill,Team.UTAH_JAZZ,1/26/2017,Location.HOME
8745,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,3/16/2017,Location.AWAY
8746,Derrick Rose,Kyle O'Quinn,Lance Thomas,Team.NEW_YORK_KNICKS,3/16/2017,Location.HOME
8747,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,3/16/2017,Location.HOME
8748,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,3/16/2017,Location.HOME
8749,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,3/16/2017,Location.AWAY
8750,J.J. Redick,Marreese Speights,Chris Paul,Team.LOS_ANGELES_CLIPPERS,3/16/2017,Location.AWAY
8751,Stephen Curry,Zaza Pachulia,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,3/16/2017,Location.HOME
8752,DeMar DeRozan,Jakob Pöltl,Cory Joseph,Team.TORONTO_RAPTORS,3/16/2017,Location.HOME
8753,Jeremy Lin,Brook Lopez,Rondae Hollis-Jefferson,Team.BROOKLYN_NETS,3/16/2017,Location.AWAY
8754,Mike Conley,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,3/16/2017,Location.AWAY
8755,Will Barton,Nikola Joki?,Gary Harris,Team.DENVER_NUGGETS,3/16/2017,Location.HOME
8756,Gordon Hayward,Rudy Gobert,George Hill,Team.UTAH_JAZZ,3/16/2017,Location.AWAY
8757,Ben Simmons,Joel Embiid,Dario ?ari?,Team.PHILADELPHIA_76ERS,11/27/2017,Location.HOME
8758,J.J. Barea,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,11/27/2017,Location.AWAY
8759,Courtney Lee,Kristaps Porzi??is,Kyle O'Quinn,Team.NEW_YORK_KNICKS,11/27/2017,Location.HOME
8760,Kentavious Caldwell-Pope,Julius Randle,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,11/27/2017,Location.AWAY
8761,LeBron James,Channing Frye,Jeff Green,Team.CLEVELAND_CAVALIERS,11/27/2017,Location.AWAY
8762,Ish Smith,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,11/27/2017,Location.AWAY
8763,Evan Fournier,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,11/27/2017,Location.AWAY
8764,Victor Oladipo,Domantas Sabonis,Thaddeus Young,Team.INDIANA_PACERS,11/27/2017,Location.HOME
8765,James Harden,Clint Capela,Chris Paul,Team.HOUSTON_ROCKETS,11/27/2017,Location.HOME
8766,Lou Williams,DeAndre Jordan,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,11/27/2017,Location.HOME
8767,Patrick McCaw,David West,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,11/27/2017,Location.HOME
8768,Kyrie Irving,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,11/27/2017,Location.HOME
8769,Kyle Anderson,LaMarcus Aldridge,Pau Gasol,Team.SAN_ANTONIO_SPURS,11/27/2017,Location.HOME
8770,Isaiah Whitehead,Tyler Zeller,Spencer Dinwiddie,Team.BROOKLYN_NETS,11/27/2017,Location.AWAY
8771,Buddy Hield,Willie Cauley-Stein,Bogdan Bogdanovi?,Team.SACRAMENTO_KINGS,11/27/2017,Location.AWAY
8772,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/27/2017,Location.AWAY
8773,Denzel Valentine,Lauri Markkanen,Bobby Portis,Team.CHICAGO_BULLS,11/30/2017,Location.AWAY
8774,Giannis Antetokounmpo,John Henson,Khris Middleton,Team.MILWAUKEE_BUCKS,11/30/2017,Location.AWAY
8775,Ben Simmons,Amir Johnson,J.J. Redick,Team.PHILADELPHIA_76ERS,11/30/2017,Location.AWAY
8776,Dennis Schröder,Ersan ?lyasova,John Collins,Team.ATLANTA_HAWKS,11/30/2017,Location.HOME
8777,LeBron James,Channing Frye,Kevin Love,Team.CLEVELAND_CAVALIERS,11/30/2017,Location.AWAY
8778,Lou Williams,DeAndre Jordan,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,11/30/2017,Location.HOME
8779,Kyrie Irving,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,11/30/2017,Location.HOME
8780,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/30/2017,Location.HOME
8781,Will Barton,Nikola Joki?,Jamal Murray,Team.DENVER_NUGGETS,11/30/2017,Location.HOME
8782,Alec Burks,Derrick Favors,Donovan Mitchell,Team.UTAH_JAZZ,11/30/2017,Location.AWAY
8783,Rajon Rondo,DeMarcus Cousins,E'Twaun Moore,Team.NEW_ORLEANS_PELICANS,12/2/2017,Location.AWAY
8784,Giannis Antetokounmpo,John Henson,Khris Middleton,Team.MILWAUKEE_BUCKS,12/2/2017,Location.HOME
8785,Ben Simmons,Joel Embiid,Dario ?ari?,Team.PHILADELPHIA_76ERS,12/2/2017,Location.HOME
8786,J.J. Barea,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,12/2/2017,Location.HOME
8787,Kentavious Caldwell-Pope,Julius Randle,Kyle Kuzma,Team.LOS_ANGELES_LAKERS,12/2/2017,Location.AWAY
8788,Dennis Schröder,Miles Plumlee,Luke Babbitt,Team.ATLANTA_HAWKS,12/2/2017,Location.AWAY
8789,LeBron James,Channing Frye,Kevin Love,Team.CLEVELAND_CAVALIERS,12/2/2017,Location.HOME
8790,Ish Smith,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,12/2/2017,Location.AWAY
8791,Lou Williams,DeAndre Jordan,Montrezl Harrell,Team.LOS_ANGELES_CLIPPERS,12/2/2017,Location.AWAY
8792,Kyrie Irving,Al Horford,Jayson Tatum,Team.BOSTON_CELTICS,12/2/2017,Location.HOME
8793,Spencer Dinwiddie,Jarrett Allen,Rondae Hollis-Jefferson,Team.BROOKLYN_NETS,12/2/2017,Location.HOME
8794,Tyreke Evans,Marc Gasol,Dillon Brooks,Team.MEMPHIS_GRIZZLIES,12/2/2017,Location.AWAY
8795,Devin Booker,Tyson Chandler,T.J. Warren,Team.PHOENIX_SUNS,12/2/2017,Location.AWAY
8796,Buddy Hield,Zach Randolph,De'Aaron Fox,Team.SACRAMENTO_KINGS,12/2/2017,Location.AWAY
8797,Damian Lillard,Jusuf Nurki?,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,12/2/2017,Location.HOME
8798,Jamal Murray,Mason Plumlee,Trey Lyles,Team.DENVER_NUGGETS,12/2/2017,Location.HOME
8799,Kemba Walker,Dwight Howard,Jeremy Lamb,Team.CHARLOTTE_HORNETS,1/2/2018,Location.AWAY
8800,Courtney Lee,Enes Kanter,Kristaps Porzi??is,Team.NEW_YORK_KNICKS,1/2/2018,Location.HOME
8801,Kent Bazemore,Miles Plumlee,Ersan ?lyasova,Team.ATLANTA_HAWKS,1/2/2018,Location.AWAY
8802,LeBron James,Tristan Thompson,Kevin Love,Team.CLEVELAND_CAVALIERS,1/2/2018,Location.HOME
